Comp,EquipoA,EquipoB,GolesA,GolesB,Info,JugadoresA,JugadoresB
Friendlies,Spain,Korea Republic,6,1,/matches/2016/06/01/world/friendlies/spain/korea-republic/2210200/,"[Casillas, Piqué, Azpilicueta, Bartra, Bellerín, Fàbregas, Iniesta, David Silva, Bruno, Nolito, Álvaro Morata]","[Kim Jin-Hyeon, Yun Suk-Young, Hong Jeong-Ho, Kim Ki-Hee, Jang Hyun-Soo, Ki Sung-Yeung, Nam Tae-Hee, Ji Dong-Won, Han Kook-Young, Son Heung-Min, Hwang Ui-jo]"
Friendlies,Belgium,Spain,0,2,/matches/2016/09/01/world/friendlies/belgium/spain/2292257/,"[T. Courtois, J. Vertonghen, T. Alderweireld, T. Meunier, J. Lukaku, A. Witsel, R. Nainggolan, K. De Bruyne, Y. Carrasco, E. Hazard, D. Origi]","[David de Gea, Sergio Ramos, Piqué, Jordi Alba, Daniel Carvajal, David Silva, Sergio Busquets, Thiago Alcântara, Vitolo, Koke, Álvaro Morata]"
European Championship,Spain,Czech Republic,1,0,/matches/2016/06/13/europe/european-championships/spain/czech-republic/2024860/,"[David de Gea, Sergio Ramos, Juanfran, Piqué, Jordi Alba, Fàbregas, Iniesta, David Silva, Sergio Busquets, Nolito, Álvaro Morata]","[P. Čech, R. Hubník, T. Sivok, D. Limberský, T. Gebre Selassie, P. Kadeřábek, J. Plašil, T. Rosický, L. Krejčí, V. Darida, T. Necid]"
European Championship,Croatia,Spain,2,1,/matches/2016/06/21/europe/european-championships/croatia/spain/2024863/,"[D. Subašić, D. Srna, V. Ćorluka, Š. Vrsaljko, T. Jedvaj, I. Rakitić, I. Perišić, M. Badelj, M. Rog, N. Kalinić, M. Pjaca]","[David de Gea, Sergio Ramos, Juanfran, Piqué, Jordi Alba, Fàbregas, Iniesta, David Silva, Sergio Busquets, Nolito, Álvaro Morata]"
WC Qualification Europe,Italy,Spain,1,1,/matches/2016/10/06/europe/wc-qualifying-europe/italy/spain/2116365/,"[G. Buffon, A. Barzagli, L. Bonucci, M. De Sciglio, A. Romagnoli, D. De Rossi, R. Montolivo, M. Parolo, A. Florenzi, G. Pellè, E. Martins]","[David de Gea, Sergio Ramos, Piqué, Jordi Alba, Daniel Carvajal, Iniesta, David Silva, Sergio Busquets, Vitolo, Koke, Diego Costa]"
WC Qualification Europe,Spain,FYR Macedonia,4,0,/matches/2016/11/12/europe/wc-qualifying-europe/spain/macedonia-fyr/2116372/,"[David de Gea, Nacho Monreal, Bartra, Nacho, Daniel Carvajal, David Silva, Sergio Busquets, Thiago Alcântara, Vitolo, Koke, Álvaro Morata]","[S. Dimitrievski, D. Mojsov, S. Ristovski, K. Ristevski, S. Spirovski, D. Velkoski, E. Bardhi, G. Pandev, I. Nestorovski, F. Hasani, E. Alioski]"
WC Qualification Europe,Spain,Israel,4,1,/matches/2017/03/24/europe/wc-qualifying-europe/spain/israel/2116375/,"[David de Gea, Sergio Ramos, Piqué, Jordi Alba, Daniel Carvajal, Iniesta, David Silva, Sergio Busquets, Thiago Alcântara, Vitolo, Diego Costa]","[O. Marciano, E. Tibi, R. Gershon, E. Dasa, S. Tzedek, B. Natcho, A. Cohen, T. Ben Chaim, D. Einbinder, E. Zahavi, L. Refaelov]"
Friendlies,Spain,Colombia,2,2,/matches/2017/06/07/world/friendlies/spain/colombia/2432075/,"[Pepe Reina, Piqué, Azpilicueta, Jordi Alba, Nacho, Iniesta, David Silva, Pedro, Illarramendi, Koke, Iago Aspas]","[D. Ospina, C. Zapata, P. Armero, S. Arias, D. Sánchez, A. Aguilar, C. Sánchez, Juan Cuadrado, J. Rodríguez, E. Cardona, R. Falcao]"
WC Qualification Europe,Spain,Italy,3,0,/matches/2017/09/02/europe/wc-qualifying-europe/spain/italy/2116381/,"[David de Gea, Sergio Ramos, Piqué, Jordi Alba, Daniel Carvajal, Iniesta, David Silva, Sergio Busquets, Isco, Koke, Marco Asensio]","[G. Buffon, A. Barzagli, L. Bonucci, M. Darmian, L. Spinazzola, D. De Rossi, A. Candreva, M. Verratti, C. Immobile, L. Insigne, A. Belotti]"
WC Qualification Europe,Spain,Albania,3,0,/matches/2017/10/06/europe/wc-qualifying-europe/spain/albania/2116387/,"[David de Gea, Sergio Ramos, Piqué, Jordi Alba, Álvaro Odriozola, David Silva, Thiago Alcântara, Isco, Saúl, Koke, Rodrigo]","[E. Berisha, F. Veseli, E. Hysaj, Arlind Ajeti, I. Balliu, H. Memolla, L. Memushaj, T. Xhaka, E. Kaçe, A. Llullaku, E. Grezda]"
Friendlies,Spain,Costa Rica,5,0,/matches/2017/11/11/world/friendlies/spain/costa-rica/2632083/,"[Kepa, Sergio Ramos, Piqué, Jordi Alba, Álvaro Odriozola, Iniesta, David Silva, Sergio Busquets, Thiago Alcântara, Isco, Álvaro Morata]","[D. Carvajal, B. Oviedo, Ó. Duarte, C. Gamboa, K. Waston, F. Calvo, C. Borges, C. Bolaños, J. Venegas, Y. Tejeda, M. Ureña]"
Friendlies,Germany,Spain,1,1,/matches/2018/03/23/world/friendlies/germany/spain/2683072/,"[M. ter Stegen, J. Boateng, M. Hummels, J. Kimmich, M. Özil, S. Khedira, T. Kroos, J. Hector, J. Draxler, T. Müller, T. Werner]","[David de Gea, Sergio Ramos, Piqué, Jordi Alba, Daniel Carvajal, Iniesta, David Silva, Thiago Alcântara, Isco, Koke, Rodrigo]"
Friendlies,Spain,Switzerland,1,1,/matches/2018/06/03/world/friendlies/spain/switzerland/2723511/,"[David de Gea, Piqué, Azpilicueta, Jordi Alba, Álvaro Odriozola, Iniesta, David Silva, Thiago Alcântara, Koke, Diego Costa, Iago Aspas]","[Y. Sommer, S. Lichtsteiner, R. Rodríguez, F. Schär, M. Akanji, V. Behrami, B. Džemaili, S. Zuber, X. Shaqiri, D. Zakaria, H. Seferović]"
Friendlies,Italy,Spain,1,1,/matches/2016/03/24/world/friendlies/italy/spain/2169791/,"[G. Buffon, L. Bonucci, M. Darmian, D. Astori, T. Motta, A. Candreva, E. Giaccherini, M. Parolo, A. Florenzi, G. Pellè, E. Martins]","[David de Gea, Sergio Ramos, Juanfran, Piqué, Azpilicueta, Fàbregas, Mata, San José, Thiago Alcântara, Aduriz, Álvaro Morata]"
Friendlies,Tunisia,Spain,0,1,/matches/2018/06/09/world/friendlies/tunisia/spain/2723512/,"[A. Mathlouthi, S. Ben Youssef, A. Maâloul, D. Bronn, N. Sliti, F. Sassi, E. Skhiri, S. Khaoui, Y. Meriah, A. Badri, F. Ben Youssef]","[David de Gea, Sergio Ramos, Piqué, Jordi Alba, Álvaro Odriozola, Iniesta, David Silva, Sergio Busquets, Thiago Alcântara, Isco, Rodrigo]"
WC Qualification Europe,Israel,Spain,0,1,/matches/2017/10/09/europe/wc-qualifying-europe/israel/spain/2116390/,"[A. Harush, T. Ben Haim, E. Tibi, O. Davidzada, B. Natcho, A. Cohen, M. Melikson, M. Kabha, D. Keltjens, E. Atar, T. Hemed]","[Pepe Reina, Sergio Ramos, Nacho Monreal, Azpilicueta, Nacho, Sergio Busquets, Pedro, Illarramendi, Jonathan Viera, Marco Asensio, Aduriz]"
Friendlies,Spain,Argentina,6,1,/matches/2018/03/27/world/friendlies/spain/argentina/2723044/,"[David de Gea, Sergio Ramos, Piqué, Jordi Alba, Daniel Carvajal, Iniesta, Thiago Alcântara, Isco, Koke, Marco Asensio, Diego Costa]","[S. Romero, J. Mascherano, N. Otamendi, M. Rojo, N. Tagliafico, F. Bustos, L. Biglia, É. Banega, M. Meza, G. Lo Celso, G. Higuaín]"
European Championship,Spain,Turkey,3,0,/matches/2016/06/17/europe/european-championships/spain/turkey/2024861/,"[David de Gea, Sergio Ramos, Juanfran, Piqué, Jordi Alba, Fàbregas, Iniesta, David Silva, Sergio Busquets, Nolito, Álvaro Morata]","[V. Babacan, H. Balta, C. Erkin, G. Gönül, A. Turan, M. Topal, S. İnan, O. Özyakup, H. Çalhanoğlu, O. Tufan, B. Yılmaz]"
European Championship,Italy,Spain,2,0,/matches/2016/06/27/europe/european-championships/italy/spain/2024882/,"[G. Buffon, A. Barzagli, L. Bonucci, G. Chiellini, M. De Sciglio, D. De Rossi, E. Giaccherini, M. Parolo, A. Florenzi, G. Pellè, E. Martins]","[David de Gea, Sergio Ramos, Juanfran, Piqué, Jordi Alba, Fàbregas, Iniesta, David Silva, Sergio Busquets, Nolito, Álvaro Morata]"
WC Qualification Europe,Spain,Liechtenstein,8,0,/matches/2016/09/05/europe/wc-qualifying-europe/spain/liechtenstein/2116363/,"[David de Gea, Sergio Ramos, Piqué, Jordi Alba, David Silva, Sergio Busquets, Thiago Alcântara, Sergi Roberto, Vitolo, Koke, Diego Costa]","[P. Jehle, M. Rechsteiner, D. Kaufmann, M. Göppel, Martin Büchel, M. Polverino, N. Hasler, S. Wieser, Marcel Büchel, F. Burgmeier, D. Salanović]"
Friendlies,Spain,Georgia,0,1,/matches/2016/06/07/world/friendlies/spain/georgia/2221229/,"[David de Gea, Sergio Ramos, Juanfran, Piqué, Jordi Alba, Fàbregas, Sergio Busquets, Thiago Alcântara, Lucas Vázquez, Aduriz, Nolito]","[N. Revishvili, A. Amisulashvili, G. Navalovski, G. Kashia, U. Lobzhanidze, S. Kverkvelia, T. Okriashvili, V. Qazaishvili, G. Aburjania, J. Jighauri, V. Dvalishvili]"
Friendlies,Spain,Bosnia-Herzegovina,3,1,/matches/2016/05/29/world/friendlies/spain/bosnia-herzegovina/2209809/,"[Sergio Asenjo, Azpilicueta, Bartra, Bellerín, Fàbregas, David Silva, Bruno, San José, Marco Asensio, Aduriz, Nolito]","[A. Begović, E. Spahić, E. Zukanović, O. Vranješ, S. Kolašinac, A. Hadžić, M. Pjanić, E. Višća, M. Bešić, E. Džeko, A. Hodžić]"
WC Qualification Europe,Albania,Spain,0,2,/matches/2016/10/09/europe/wc-qualifying-europe/albania/spain/2116368/,"[E. Berisha, A. Agolli, M. Mavraj, E. Lenjani, E. Hysaj, B. Djimsiti, A. Lila, O. Roshi, L. Memushaj, T. Xhaka, B. Balaj]","[David de Gea, Sergio Ramos, Nacho Monreal, Piqué, Iniesta, David Silva, Sergio Busquets, Thiago Alcântara, Vitolo, Koke, Diego Costa]"
Friendlies,England,Spain,2,2,/matches/2016/11/15/world/friendlies/england/spain/2287005/,"[J. Hart, G. Cahill, D. Rose, N. Clyne, J. Stones, A. Lallana, J. Henderson, J. Lingard, E. Dier, J. Vardy, R. Sterling]","[Pepe Reina, Azpilicueta, Nacho, Daniel Carvajal, Íñigo Martínez, David Silva, Mata, Sergio Busquets, Thiago Alcântara, Vitolo, Aduriz]"
Friendlies,France,Spain,0,2,/matches/2017/03/28/world/friendlies/france/spain/2381549/,"[H. Lloris, C. Jallet, L. Koscielny, L. Kurzawa, S. Umtiti, N. Kanté, C. Tolisso, A. Rabiot, K. Gameiro, A. Griezmann, K. Mbappé]","[David de Gea, Sergio Ramos, Piqué, Jordi Alba, Daniel Carvajal, Iniesta, Sergio Busquets, Pedro, Isco, Koke, Álvaro Morata]"
WC Qualification Europe,FYR Macedonia,Spain,1,2,/matches/2017/06/11/europe/wc-qualifying-europe/macedonia-fyr/spain/2116376/,"[S. Dimitrievski, V. Shikov, D. Mojsov, S. Ristovski, K. Ristevski, K. Toshevski, S. Spirovski, O. Stjepanovikj, G. Pandev, I. Nestorovski, E. Alioski]","[David de Gea, Sergio Ramos, Piqué, Jordi Alba, Daniel Carvajal, Iniesta, David Silva, Sergio Busquets, Thiago Alcântara, Isco, Diego Costa]"
WC Qualification Europe,Liechtenstein,Spain,0,8,/matches/2017/09/05/europe/wc-qualifying-europe/liechtenstein/spain/2116384/,"[P. Jehle, D. Kaufmann, I. Quintans, M. Göppel, A. Malin, Martin Büchel, M. Polverino, N. Hasler, S. Wieser, F. Burgmeier, D. Salanović]","[David de Gea, Sergio Ramos, Nacho Monreal, Piqué, Iniesta, David Silva, Sergio Busquets, Pedro, Thiago Alcântara, Isco, Álvaro Morata]"
African Nations Championship,Morocco,Côte d'Ivoire,0,1,/matches/2016/01/20/africa/african-nations-championship/morocco/cote-divoire/2168915/,"[A. El Bourkadi, M. Oulhaj, A. Achchakir, A. Lamrabat, I. Erraki, A. Jahouh, A. El Moubarki, A. Khadrouf, B. Nakach, J. El Yamiq, M. Batna]","[B. Sangaré, M. Goua, M. Koffi, S. Ouattara, C. Comara, S. N’Guessan, E. Aka, M. Yacé, K. Zakri, F. Guiza, D. Atcho]"
Africa Cup of Nations Qualification,Cape Verde Islands,Morocco,0,1,/matches/2016/03/26/africa/africa-cup-of-nations-qualification/cape-verde-islands/morocco/2038224/,[],[]
WC Qualification Africa,Gabon,Morocco,0,0,/matches/2016/10/08/africa/wc-qualifying-africa/gabon/morocco/2279622/,"[D. Ovono, B. Écuélé Manga, J. Obiang, A. Appindangoye, M. Tandjigora, M. Lemina, A. Biyogo Poko, G. Kanga, D. Ndong, P. Aubameyang, M. Evouna]","[Munir, M. da Costa, A. Lazaar, K. El Ahmadi, M. Boussoufa, Y. Belhanda, R. Saïss, Y. Aït Bennasser, N. Amrabat, Y. El-Arabi, O. Tannane]"
Friendlies,Morocco,Congo,2,0,/matches/2016/05/27/world/friendlies/morocco/congo/2229651/,[],[]
Friendlies,Albania,Morocco,0,0,/matches/2016/08/31/world/friendlies/albania/morocco/2323663/,"[E. Berisha, M. Mavraj, E. Lenjani, E. Hysaj, B. Djimsiti, A. Abrashi, J. Hyka, M. Basha, T. Xhaka, S. Gashi, S. Cikalleshi]","[Y. El Kharroubi, M. da Costa, M. Benatia, N. Aguerd, K. El Ahmadi, N. Dirar, F. Fajr, N. Amrabat, A. Bouhaddouz, O. Tannane, Y. En-Nesyri]"
WC Qualification Africa,Morocco,Côte d'Ivoire,0,0,/matches/2016/11/12/africa/wc-qualifying-africa/morocco/cote-divoire/2279625/,"[Munir, M. da Costa, M. Benatia, H. Mendyl, M. Boussoufa, Y. Belhanda, R. Saïss, S. Boufal, N. Amrabat, O. Tannane, Y. En-Nesyri]","[B. Sangaré, L. Koné, A. Traore, S. Aurier, W. Kanon, S. Kalou, S. Dié, F. Kessié, S. N’Guessan, G. Sio, J. Kodjia]"
Friendlies,Morocco,Burkina Faso,1,0,/matches/2017/01/04/world/friendlies/morocco/burkina-faso/2387036/,[],[]
Non-FIFA Friendlies,Morocco,Finland,0,1,/matches/2017/01/09/world/non-fifa-friendlies/morocco/finland/2381149/,"[Munir, M. Benatia, F. Chafik, K. El Ahmadi, M. Boussoufa, N. Dirar, F. Fajr, R. Saïss, Y. Aït Bennasser, Y. El-Arabi, Y. En-Nesyri]","[W. Viitala, K. Arkivuo, M. Halsti, J. Pirinen, J. Ojala, R. Schüller, S. Mattila, P. Forsell, M. Hradecky, S. Skrabb, E. Markkanen]"
Africa Cup of Nations,Morocco,Togo,3,1,/matches/2017/01/20/africa/africa-cup-of-nations/morocco/togo/2366098/,"[Munir, M. da Costa, M. Benatia, H. Mendyl, K. El Ahmadi, M. Boussoufa, N. Dirar, O. El Kaddouri, F. Fajr, R. Saïss, A. Bouhaddouz]","[K. Agassa, S. Ouro-Akoriko, D. Dakonam, M. Dossevi, A. Romao, F. Ayité, L. Atakora, E. Adebayor, S. Gakpé, I. Bebou, K. Laba]"
Friendlies,Morocco,Tunisia,1,0,/matches/2017/03/28/world/friendlies/morocco/tunisia/2413775/,[],[]
Africa Cup of Nations Qualification,Cameroon,Morocco,1,0,/matches/2017/06/10/africa/africa-cup-of-nations-qualification/cameroon/morocco/2411910/,[],[]
WC Qualification Africa,Morocco,Mali,6,0,/matches/2017/09/01/africa/wc-qualifying-africa/morocco/mali/2279627/,"[Munir, M. Benatia, A. Hakimi, K. El Ahmadi, M. Boussoufa, N. Dirar, Y. Belhanda, R. Saïss, H. Ziyech, N. Amrabat, K. Boutaïb]","[O. Sissoko, M. Wagué, M. Konaté, B. Dibassy, H. Traoré, Mamoutou N'Diaye, Y. Sylla, Y. Bissouma, K. N'Guessan, Abdoulay Diaby, M. Marega]"
WC Qualification Africa,Morocco,Gabon,3,0,/matches/2017/10/07/africa/wc-qualifying-africa/morocco/gabon/2279631/,"[Munir, M. Benatia, A. Hakimi, K. El Ahmadi, M. Boussoufa, N. Dirar, Y. Belhanda, R. Saïss, H. Ziyech, N. Amrabat, K. Boutaïb]","[Y. Bitseki, B. Écuélé Manga, Y. Wachter, S. Nzambè, A. Appindangoye, M. Tandjigora, M. Lemina, D. Ndong, Denis Bouanga, P. Aubameyang, A. Méyé Me Ndong]"
WC Qualification Africa,Côte d'Ivoire,Morocco,0,2,/matches/2017/11/11/africa/wc-qualifying-africa/cote-divoire/morocco/2279632/,"[S. Gbohouo, S. Aurier, W. Kanon, S. Deli, S. Fofana, J. Gbamin, F. Kessié, S. Doumbia, Y. Gervinho, M. Gradel, W. Zaha]","[Munir, M. Benatia, A. Hakimi, K. El Ahmadi, M. Boussoufa, N. Dirar, Y. Belhanda, R. Saïss, H. Ziyech, N. Amrabat, K. Boutaïb]"
Africa Cup of Nations,Morocco,Côte d'Ivoire,1,0,/matches/2017/01/24/africa/africa-cup-of-nations/morocco/cote-divoire/2366099/,"[Munir, M. da Costa, M. Benatia, H. Mendyl, K. El Ahmadi, M. Boussoufa, N. Dirar, F. Fajr, R. Saïss, A. Bouhaddouz, Y. En-Nesyri]","[S. Gbohouo, S. Aurier, W. Kanon, E. Bailly, S. Deli, S. Kalou, S. Dié, C. Doukouré, F. Kessié, W. Bony, W. Zaha]"
Friendlies,Morocco,Burkina Faso,2,0,/matches/2017/03/24/world/friendlies/morocco/burkina-faso/2413774/,[],[]
Friendlies,Morocco,Netherlands,1,2,/matches/2017/05/31/world/friendlies/morocco/netherlands/2422312/,"[Munir, M. da Costa, K. El Ahmadi, M. Boussoufa, N. Dirar, F. Fajr, Y. Belhanda, R. Saïss, S. Boufal, N. Amrabat, A. Bouhaddouz]","[J. Zoet, J. Veltman, N. Aké, W. Hoedt, M. de Ligt, J. Toornstra, T. Vilhena, Q. Promes, S. Berghuis, M. Depay, V. Janssen]"
WC Qualification Africa,Mali,Morocco,0,0,/matches/2017/09/05/africa/wc-qualifying-africa/mali/morocco/2279629/,"[D. Diarra, Mahamadou N'Diaye, M. Wagué, H. Traoré, Y. Koné, T. Doumbia, Y. Sylla, M. Doumbia, L. Coulibaly, Y. Bissouma, M. Marega]","[Munir, M. Benatia, A. Hakimi, K. El Ahmadi, M. Boussoufa, N. Dirar, F. Fajr, R. Saïss, H. Ziyech, N. Amrabat, K. Boutaïb]"
Friendlies,Korea Republic,Morocco,1,3,/matches/2017/10/10/world/friendlies/korea-republic/morocco/2615378/,"[Kim Jin-Hyeon, Rim Chang-Woo, Kim Ki-Hee, Jang Hyun-Soo, Song Ju-Hun, Ki Sung-Yeung, Lee Chung-Yong, Nam Tae-Hee, Kim Bo-Kyung, Ji Dong-Won, Son Heung-Min]","[Y. Bounou, F. Chafik, B. Banoun, M. Nahiri, F. Fajr, Y. Aït Bennasser, A. Harit, J. El Yamiq, O. Tannane, M. Mahi, I. El Haddad]"
African Nations Championship,Morocco,Mauritania,4,0,/matches/2018/01/13/africa/african-nations-championship/morocco/mauritania/2687021/,"[A. Zniti, A. Jbira, B. Banoun, N. Aguerd, M. Nahiri, S. Saidi, Z. Hadraf, E. Barrahma, A. Hafidi, I. El Haddad, A. El Kaabi]","[B. Souleymane, M. Wade, E. Lembrabott, O. Mangane, S. N'Gara, A. Gueye, M. Baghayoko, S. Abdallahi, A. El Id, E. Voulany, M. Khalil]"
Friendlies,Morocco,Canada,4,0,/matches/2016/10/11/world/friendlies/morocco/canada/2359916/,"[Y. Bounou, M. da Costa, F. Chafik, H. Mendyl, K. El Ahmadi, M. Carcela, F. Fajr, H. Ziyech, Y. Aït Bennasser, I. El Haddad, Y. En-Nesyri]","[M. Borjan, D. Edgar, A. Straith, M. de Jong, S. Piette, J. Osorio, F. Aird, M. James, S. Jackson, M. Haber, T. Ricketts]"
Friendlies,Morocco,Togo,2,1,/matches/2016/11/15/world/friendlies/morocco/togo/2359923/,[],[]
Africa Cup of Nations,Congo DR,Morocco,1,0,/matches/2017/01/16/africa/africa-cup-of-nations/congo-dr/morocco/2366096/,"[L. Matampi, G. Zakuani, F. N'Sakala, M. Tisserand, C. Mbemba, D. Issama, R. Mulumba, M. Bokadi, C. Bakambu, J. Kabananga, N. Mubele]","[Munir, M. da Costa, M. Benatia, H. Mendyl, K. El Ahmadi, M. Boussoufa, N. Dirar, M. Carcela, O. El Kaddouri, R. Saïss, A. Bouhaddouz]"
African Nations Championship,Morocco,Nigeria,4,0,/matches/2018/02/04/africa/african-nations-championship/morocco/nigeria/2687069/,"[A. Zniti, A. Jbira, B. Banoun, M. Nahiri, S. Saidi, Z. Hadraf, W. El Karti, B. Boulhroud, J. El Yamiq, I. El Haddad, A. El Kaabi]","[O. Ajiboye, O. Okogbue, S. Eze, I. Utin, E. Atuloma, R. Ali, O. Okoro, O. Solomon, G. Okechukwu, E. Ogbugh, P. Moses]"
Friendlies,Morocco,Uzbekistan,2,0,/matches/2018/03/27/world/friendlies/morocco/uzbekistan/2711036/,"[Munir, M. da Costa, O. El Hajjam, A. Hakimi, F. Fajr, Z. Labyad, R. Saïss, S. Amrabat, A. Harit, Y. Bammou, A. El Kaabi]","[E. Suyunov, S. Azamov, S. Mukhammadiyev, R. Ashurmatov, F. Musaev, O. Zoteev, S. Rashidov, J. Masharipov, I. Alibaev, J. Sidikov, M. Bikmaev]"
Friendlies,Morocco,Slovakia,2,1,/matches/2018/06/04/world/friendlies/morocco/slovakia/2770518/,"[Y. Bounou, M. Benatia, A. Hakimi, H. Mendyl, K. El Ahmadi, M. Boussoufa, Y. Belhanda, R. Saïss, H. Ziyech, N. Amrabat, K. Boutaïb]","[M. Šulla, T. Hubocan, L. Šatka, M. Škriniar, B. Sekulić, M. Hamšík, J. Kucka, P. Hrošovský, O. Duda, M. Ďuriš, R. Mak]"
African Nations Championship,Morocco,Namibia,2,0,/matches/2018/01/27/africa/african-nations-championship/morocco/namibia/2687048/,"[A. Zniti, A. Jbira, B. Banoun, M. Nahiri, S. Saidi, W. El Karti, B. Boulhroud, J. El Yamiq, A. Bencharki, I. El Haddad, A. El Kaabi]","[L. Kazapua, D. Fredericks, F. Karongee, R. Hanamub, V. Hambira, V. Ngaruka, R. Ketjijere, P. Shitembi, P. Nekundi, I. Keimuine, A. Iimbondi]"
African Nations Championship,Morocco,Guinea,3,1,/matches/2018/01/17/africa/african-nations-championship/morocco/guinea/2687023/,"[A. Zniti, A. Jbira, B. Banoun, N. Aguerd, M. Nahiri, S. Saidi, Z. Hadraf, E. Barrahma, A. Hafidi, I. El Haddad, A. El Kaabi]","[A. Kante, Alsény Bangoura, Aboubacar Gal Camara, I. Sylla, Abdoulaye Naby Camara, I. Sankhon, M. N'diaye, D. Bangoura, Sékou Ahmed Camara, A. Camara, Saïdouba Bissiri Camara]"
African Nations Championship,Morocco,Rwanda,4,1,/matches/2016/01/24/africa/african-nations-championship/morocco/rwanda/2168916/,"[A. El Bourkadi, M. Oulhaj, A. Achchakir, M. Aziz, I. Erraki, A. El Moubarki, A. Khadrouf, B. Nakach, J. El Yamiq, A. Benjelloun, A. Mouaoui]","[O. Kwizera, M. Ngirinshuti, M. Rusheshangoga, F. Usengimana, A. Rwatubyaye, H. Ngomirakiza, I. Nshimiyimana, D. Bizimana, D. Nshuti, E. Sugira, Y. Habimana]"
Africa Cup of Nations Qualification,Morocco,Cape Verde Islands,2,0,/matches/2016/03/29/africa/africa-cup-of-nations-qualification/morocco/cape-verde-islands/2038225/,[],[]
Africa Cup of Nations Qualification,Libya,Morocco,1,1,/matches/2016/06/03/africa/africa-cup-of-nations-qualification/libya/morocco/2038227/,[],[]
Africa Cup of Nations Qualification,Morocco,São Tomé e Prí…,2,0,/matches/2016/09/04/africa/africa-cup-of-nations-qualification/morocco/sao-tome-e-principe/2038229/,[],[]
African Nations Championship,Sudan,Morocco,0,0,/matches/2018/01/21/africa/african-nations-championship/sudan/morocco/2687025/,"[Akram El Hadi Salim, El Taher El Hag Hassan, Abuaagla Abdalla, Hussein Ibrahim, Ahmad Adam Mohammad, Mohamed Bashir, Athar El Tahir, Bakri Bashir, Mohamed Idris, Maaz Gismalla, Saifeldin Bakhit]","[A. M'Hamdi, Z. El Hachimi, N. Aguerd, H. Semmoumy, A. Hammoudan, W. El Karti, B. Boulhroud, J. El Yamiq, Y. Jabrane, A. Nanah, A. Bencharki]"
Friendlies,Serbia,Morocco,1,2,/matches/2018/03/23/world/friendlies/serbia/morocco/2717742/,"[M. Dmitrović, D. Basta, D. Tošić, A. Kolarov, N. Maksimović, N. Matić, D. Tadić, F. Kostić, A. Živković, A. Ljajić, A. Mitrović]","[Munir, M. Benatia, H. Mendyl, K. El Ahmadi, M. Boussoufa, N. Dirar, Y. Belhanda, R. Saïss, H. Ziyech, N. Amrabat, K. Boutaïb]"
Friendlies,Morocco,Ukraine,0,0,/matches/2018/05/31/world/friendlies/morocco/ukraine/2771253/,"[Munir, M. da Costa, M. Benatia, H. Mendyl, K. El Ahmadi, M. Boussoufa, Y. Belhanda, R. Saïss, H. Ziyech, N. Amrabat, K. Boutaïb]","[A. Pyatov, S. Krivtsov, M. Burda, M. Matviyenko, T. Stepanenko, Y. Konoplyanka, O. Karavaev, V. Kovalenko, O. Zinchenko, Y. Seleznyov, A. Yarmolenko]"
Friendlies,Estonia,Morocco,1,3,/matches/2018/06/09/world/friendlies/estonia/morocco/2771254/,"[M. Aksalu, G. Kams, M. Jürgenson, A. Pikk, M. Vihmann, Artjom Dmitrijev, K. Vassiljev, M. Kaljumäe, K. Mets, Henri Anier, S. Zenjov]","[Munir, M. Benatia, A. Hakimi, K. El Ahmadi, M. Boussoufa, Y. Belhanda, R. Saïss, H. Ziyech, A. Harit, N. Amrabat, A. El Kaabi]"
